league_id,league_name,round,pick_no,display_name,player_name,position
1252802326628933632,League 1,6,72,declancarroll,David Montgomery,RB
1252802326628933632,League 1,7,73,declancarroll,Bo Nix,QB
1252802326628933632,League 1,7,74,Ouriginal,Kaleb Johnson,RB
1252802326628933632,League 1,7,75,Calcarro,Rome Odunze,WR
1252802326628933632,League 1,7,76,garrettmowery,Chris Olave,WR
1252802326628933632,League 1,7,77,arturowong,Mark Andrews,TE
1252802326628933632,League 1,7,78,ChexMixChester,Jared Goff,QB
1252802326628933632,League 1,7,79,Vishiga,Cooper Kupp,WR
1252802326628933632,League 1,7,80,pattycan,Rashee Rice,WR
1252802326628933632,League 1,7,81,HurricaneEich,Deebo Samuel,WR
1252802326628933632,League 1,7,82,NotKool,Tyler Warren,TE
1252802326628933632,League 1,7,83,Shnickel,Travis Hunter,WR
1252802326628933632,League 1,7,84,kingcarrillo,Jakobi Meyers,WR
1252802326628933632,League 1,8,85,kingcarrillo,David Njoku,TE
1252802326628933632,League 1,8,86,Shnickel,Evan Engram,TE
1252802326628933632,League 1,8,87,NotKool,Ricky Pearsall,WR
1252802326628933632,League 1,8,88,HurricaneEich,Colston Loveland,TE
1252802326628933632,League 1,8,89,pattycan,Joe Mixon,RB
1252802326628933632,League 1,8,90,Vishiga,Matthew Golden,WR
1252802326628933632,League 1,8,91,ChexMixChester,Tyrone Tracy,RB
1252802326628933632,League 1,8,92,arturowong,Stefon Diggs,WR
1252802326628933632,League 1,8,93,garrettmowery,Travis Etienne,RB
1252802326628933632,League 1,8,94,Calcarro,Brian Robinson,RB
1252802326628933632,League 1,8,95,Ouriginal,Kyler Murray,QB
1252802326628933632,League 1,8,96,declancarroll,J.K. Dobbins,RB
1252802326628933632,League 1,9,97,declancarroll,Jordan Addison,WR
1252802326628933632,League 1,9,98,Ouriginal,Philadelphia Eagles,DEF
1252802326628933632,League 1,9,99,Calcarro,Justin Herbert,QB
1252802326628933632,League 1,9,100,garrettmowery,Chris Godwin,WR
1252802326628933632,League 1,9,101,arturowong,Dak Prescott,QB
1252802326628933632,League 1,9,102,ChexMixChester,Khalil Shakir,WR
1252802326628933632,League 1,9,103,Vishiga,Javonte Williams,RB
1252802326628933632,League 1,9,104,pattycan,Jauan Jennings,WR
1252802326628933632,League 1,9,105,HurricaneEich,Brandon Aubrey,K
1252802326628933632,League 1,9,106,NotKool,Zach Charbonnet,RB
1252802326628933632,League 1,9,107,Shnickel,Jaylen Warren,RB
1252802326628933632,League 1,9,108,kingcarrillo,Cam Skattebo,RB
1252802326628933632,League 1,10,109,kingcarrillo,Nick Chubb,RB
1252802326628933632,League 1,10,110,Shnickel,Jordan Mason,RB
1252802326628933632,League 1,10,111,NotKool,Tank Bigsby,RB
1252802326628933632,League 1,10,112,HurricaneEich,Denver Broncos,DEF
1252802326628933632,League 1,10,113,pattycan,Baltimore Ravens,DEF
1252802326628933632,League 1,10,114,Vishiga,Keon Coleman,WR
1252802326628933632,League 1,10,115,ChexMixChester,Quinshon Judkins,RB
1252802326628933632,League 1,10,116,arturowong,Kyle Pitts,TE
1252802326628933632,League 1,10,117,garrettmowery,Michael Pittman,WR
1252802326628933632,League 1,10,118,Calcarro,Pittsburgh Steelers,DEF
1252802326628933632,League 1,10,119,Ouriginal,Jayden Reed,WR
1252802326628933632,League 1,10,120,declancarroll,Tucker Kraft,TE
1252802326628933632,League 1,11,121,declancarroll,Josh Downs,WR
1252802326628933632,League 1,11,122,Ouriginal,Brock Purdy,QB
1252802326628933632,League 1,11,123,Calcarro,Jake Bates,K
1252802326628933632,League 1,11,124,garrettmowery,Austin Ekeler,RB
1252802326628933632,League 1,11,125,arturowong,Ollie Gordon,RB
1252802326628933632,League 1,11,126,ChexMixChester,Rhamondre Stevenson,RB
1252802326628933632,League 1,11,127,Vishiga,Jayden Higgins,WR
1252802326628933632,League 1,11,128,pattycan,Cameron Dicker,K
1252802326628933632,League 1,11,129,HurricaneEich,C.J. Stroud,QB
1252802326628933632,League 1,11,130,NotKool,Chris Boswell,K
1252802326628933632,League 1,11,131,Shnickel,Braelon Allen,RB
1252802326628933632,League 1,11,132,kingcarrillo,Buffalo Bills,DEF
1252802326628933632,League 1,12,133,kingcarrillo,Rashid Shaheed,WR
1252802326628933632,League 1,12,134,Shnickel,Najee Harris,RB
1252802326628933632,League 1,12,135,NotKool,Houston Texans,DEF
1252802326628933632,League 1,12,136,HurricaneEich,Jake Ferguson,TE
1252802326628933632,League 1,12,137,pattycan,Drake Maye,QB
1252802326628933632,League 1,12,138,Vishiga,Minnesota Vikings,DEF
1252802326628933632,League 1,12,139,ChexMixChester,Jonnu Smith,TE
1252802326628933632,League 1,12,140,arturowong,Keenan Allen,WR
1252802326628933632,League 1,12,141,garrettmowery,Kendre Miller,RB
1252802326628933632,League 1,12,142,Calcarro,Isaac TeSlaa,WR
1252802326628933632,League 1,12,143,Ouriginal,Jake Elliott,K
1252802326628933632,League 1,12,144,declancarroll,Darnell Mooney,WR
1252802326628933632,League 1,13,145,declancarroll,Trey Benson,RB
1252802326628933632,League 1,13,146,Ouriginal,Dalton Kincaid,TE
1252802326628933632,League 1,13,147,Calcarro,Luther Burden,WR
1252802326628933632,League 1,13,148,garrettmowery,Ray Davis,RB
1252802326628933632,League 1,13,149,arturowong,Justin Fields,QB
1252802326628933632,League 1,13,150,ChexMixChester,Jaydon Blue,RB
1252802326628933632,League 1,13,151,Vishiga,Zach Ertz,TE
1252802326628933632,League 1,13,152,pattycan,Dallas Goedert,TE
1252802326628933632,League 1,13,153,HurricaneEich,Marvin Mims,WR
1252802326628933632,League 1,13,154,NotKool,Dont'e Thornton,WR
1252802326628933632,League 1,13,155,Shnickel,Brandon Aiyuk,WR
1252802326628933632,League 1,13,156,kingcarrillo,Chase McLaughlin,K
1252802326628933632,League 1,14,157,kingcarrillo,Jerome Ford,RB
1252802326628933632,League 1,14,158,Shnickel,Rachaad White,RB
1252802326628933632,League 1,14,159,NotKool,Elic Ayomanor,WR
1252802326628933632,League 1,14,160,HurricaneEich,Detroit Lions,DEF
1252802326628933632,League 1,14,161,pattycan,Adam Thielen,WR
1252802326628933632,League 1,14,162,Vishiga,Ka'imi Fairbairn,K
1252802326628933632,League 1,14,163,ChexMixChester,Harrison Butker,K
1252802326628933632,League 1,14,164,arturowong,Cam Little,K
1252802326628933632,League 1,14,165,garrettmowery,Kansas City Chiefs,DEF
1252802326628933632,League 1,14,166,Calcarro,Christian Kirk,WR
1252802326628933632,League 1,14,167,Ouriginal,Rashod Bateman,WR
1252802326628933632,League 1,14,168,declancarroll,Arizona Cardinals,DEF
1252802326628933632,League 1,15,169,declancarroll,Younghoe Koo,K
1252802326628933632,League 1,15,170,Ouriginal,Tre' Harris,WR
1252802326628933632,League 1,15,171,Calcarro,Joshua Palmer,WR
1252802326628933632,League 1,15,172,garrettmowery,Evan McPherson,K
1252802326628933632,League 1,15,173,arturowong,Green Bay Packers,DEF
1252802326628933632,League 1,15,174,ChexMixChester,Washington Commanders,DEF
1252802326628933632,League 1,15,175,Vishiga,Caleb Williams,QB
1252802326628933632,League 1,15,176,pattycan,Bhayshul Tuten,RB
1252802326628933632,League 1,15,177,HurricaneEich,Tyler Loop,K
1252802326628933632,League 1,15,178,NotKool,Tahj Brooks,RB
1252802326628933632,League 1,15,179,Shnickel,San Francisco 49ers,DEF
1252802326628933632,League 1,15,180,kingcarrillo,Cam Ward,QB
1256316848832524288,League 2,1,1,YourBeanFriend,Ja'Marr Chase,WR
1256316848832524288,League 2,1,2,Nick0M,Saquon Barkley,RB
1256316848832524288,League 2,1,3,ZLoftis9,CeeDee Lamb,WR
1256316848832524288,League 2,1,4,Caseyp12,Bijan Robinson,RB
1256316848832524288,League 2,1,5,Spicymeatball69,Jahmyr Gibbs,RB
1256316848832524288,League 2,1,6,NotKool,Justin Jefferson,WR
1256316848832524288,League 2,1,7,dbrauer23,Derrick Henry,RB
1256316848832524288,League 2,1,8,PlayaHaterOTY,Puka Nacua,WR
1256316848832524288,League 2,1,9,Gonzo4537,Nico Collins,WR
1256316848832524288,League 2,1,10,aIexwright,Christian McCaffrey,RB
1256316848832524288,League 2,2,11,aIexwright,De'Von Achane,RB
1256316848832524288,League 2,2,12,Gonzo4537,Malik Nabers,WR
1256316848832524288,League 2,2,13,PlayaHaterOTY,Amon-Ra St. Brown,WR
1256316848832524288,League 2,2,14,dbrauer23,Brock Bowers,TE
1256316848832524288,League 2,2,15,NotKool,Lamar Jackson,QB
1256316848832524288,League 2,2,16,Spicymeatball69,Brian Thomas,WR
1256316848832524288,League 2,2,17,Caseyp12,Drake London,WR
1256316848832524288,League 2,2,18,ZLoftis9,Ashton Jeanty,RB
1256316848832524288,League 2,2,19,Nick0M,Bucky Irving,RB
1256316848832524288,League 2,2,20,YourBeanFriend,Josh Jacobs,RB
1256316848832524288,League 2,3,21,YourBeanFriend,Ladd McConkey,WR
1256316848832524288,League 2,3,22,Nick0M,Tyreek Hill,WR
1256316848832524288,League 2,3,23,ZLoftis9,Omarion Hampton,RB
1256316848832524288,League 2,3,24,Caseyp12,Chase Brown,RB
1256316848832524288,League 2,3,25,Spicymeatball69,Jonathan Taylor,RB
1256316848832524288,League 2,3,26,NotKool,James Cook,RB
1256316848832524288,League 2,3,27,dbrauer23,Kyren Williams,RB
1256316848832524288,League 2,3,28,PlayaHaterOTY,Alvin Kamara,RB
1256316848832524288,League 2,3,29,Gonzo4537,Chuba Hubbard,RB
1256316848832524288,League 2,3,30,aIexwright,A.J. Brown,WR
1256316848832524288,League 2,4,31,aIexwright,Josh Allen,QB
1256316848832524288,League 2,4,32,Gonzo4537,TreVeyon Henderson,RB
1256316848832524288,League 2,4,33,PlayaHaterOTY,Jayden Daniels,QB
1256316848832524288,League 2,4,34,dbrauer23,Tee Higgins,WR
1256316848832524288,League 2,4,35,NotKool,Trey McBride,TE
1256316848832524288,League 2,4,36,Spicymeatball69,George Kittle,TE
1256316848832524288,League 2,4,37,Caseyp12,Jaxon Smith-Njigba,WR
1256316848832524288,League 2,4,38,ZLoftis9,James Conner,RB
1256316848832524288,League 2,4,39,Nick0M,Garrett Wilson,WR
1256316848832524288,League 2,4,40,YourBeanFriend,Kenneth Walker,RB
1256316848832524288,League 2,5,41,YourBeanFriend,Marvin Harrison,WR
1256316848832524288,League 2,5,42,Nick0M,Jalen Hurts,QB
1256316848832524288,League 2,5,43,ZLoftis9,Mike Evans,WR
1256316848832524288,League 2,5,44,Caseyp12,Courtland Sutton,WR
1256316848832524288,League 2,5,45,Spicymeatball69,Davante Adams,WR
1256316848832524288,League 2,5,46,NotKool,DJ Moore,WR
1256316848832524288,League 2,5,47,dbrauer23,Terry McLaurin,WR
1256316848832524288,League 2,5,48,PlayaHaterOTY,David Montgomery,RB
1256316848832524288,League 2,5,49,Gonzo4537,Xavier Worthy,WR
1256316848832524288,League 2,5,50,aIexwright,DK Metcalf,WR
1256316848832524288,League 2,6,51,aIexwright,Sam LaPorta,TE
1256316848832524288,League 2,6,52,Gonzo4537,George Pickens,WR
1256316848832524288,League 2,6,53,PlayaHaterOTY,Travis Hunter,WR
1256316848832524288,League 2,6,54,dbrauer23,Joe Burrow,QB
1256316848832524288,League 2,6,55,NotKool,Rashee Rice,WR
1256316848832524288,League 2,6,56,Spicymeatball69,Breece Hall,RB
1256316848832524288,League 2,6,57,Caseyp12,Tetairoa McMillan,WR
1256316848832524288,League 2,6,58,ZLoftis9,Isiah Pacheco,RB
1256316848832524288,League 2,6,59,Nick0M,Travis Kelce,TE
1256316848832524288,League 2,6,60,YourBeanFriend,T.J. Hockenson,TE
1256316848832524288,League 2,7,61,YourBeanFriend,RJ Harvey,RB
1256316848832524288,League 2,7,62,Nick0M,Zay Flowers,WR
1256316848832524288,League 2,7,63,ZLoftis9,Emeka Egbuka,WR
1256316848832524288,League 2,7,64,Caseyp12,D'Andre Swift,RB
1256316848832524288,League 2,7,65,Spicymeatball69,Jameson Williams,WR
1256316848832524288,League 2,7,66,NotKool,Tony Pollard,RB
1256316848832524288,League 2,7,67,dbrauer23,DeVonta Smith,WR
1256316848832524288,League 2,7,68,PlayaHaterOTY,Chris Olave,WR
1256316848832524288,League 2,7,69,Gonzo4537,Calvin Ridley,WR
1256316848832524288,League 2,7,70,aIexwright,Jaylen Waddle,WR
1256316848832524288,League 2,8,71,aIexwright,Aaron Jones,RB
1256316848832524288,League 2,8,72,Gonzo4537,Patrick Mahomes,QB
1256316848832524288,League 2,8,73,PlayaHaterOTY,Kaleb Johnson,RB
1256316848832524288,League 2,8,74,dbrauer23,Quinshon Judkins,RB
1256316848832524288,League 2,8,75,NotKool,Tyrone Tracy,RB
1256316848832524288,League 2,8,76,Spicymeatball69,Bo Nix,QB
1256316848832524288,League 2,8,77,Caseyp12,Baker Mayfield,QB
1256316848832524288,League 2,8,78,ZLoftis9,Stefon Diggs,WR
1256316848832524288,League 2,8,79,Nick0M,Brian Robinson,RB
1256316848832524288,League 2,8,80,YourBeanFriend,Brock Purdy,QB
1256316848832524288,League 2,9,81,YourBeanFriend,Rome Odunze,WR
1256316848832524288,League 2,9,82,Nick0M,Jerry Jeudy,WR
1256316848832524288,League 2,9,83,ZLoftis9,Colston Loveland,TE
1256316848832524288,League 2,9,84,Caseyp12,Matthew Golden,WR
1256316848832524288,League 2,9,85,Spicymeatball69,Jordan Addison,WR
1256316848832524288,League 2,9,86,NotKool,Zach Charbonnet,RB
1256316848832524288,League 2,9,87,dbrauer23,Jakobi Meyers,WR
1256316848832524288,League 2,9,88,PlayaHaterOTY,Ricky Pearsall,WR
1256316848832524288,League 2,9,89,Gonzo4537,Evan Engram,TE
1256316848832524288,League 2,9,90,aIexwright,Cooper Kupp,WR
1256316848832524288,League 2,10,91,aIexwright,Travis Etienne,RB
1256316848832524288,League 2,10,92,Gonzo4537,Joe Mixon,RB
1256316848832524288,League 2,10,93,PlayaHaterOTY,Jauan Jennings,WR
1256316848832524288,League 2,10,94,dbrauer23,Deebo Samuel,WR
1256316848832524288,League 2,10,95,NotKool,Brandon Aubrey,K
1256316848832524288,League 2,10,96,Spicymeatball69,Jaylen Warren,RB
1256316848832524288,League 2,10,97,Caseyp12,Jordan Mason,RB
1256316848832524288,League 2,10,98,ZLoftis9,Kyler Murray,QB
1256316848832524288,League 2,10,99,Nick0M,J.K. Dobbins,RB
1256316848832524288,League 2,10,100,YourBeanFriend,Cam Skattebo,RB
1256316848832524288,League 2,11,101,YourBeanFriend,Khalil Shakir,WR
1256316848832524288,League 2,11,102,Nick0M,Austin Ekeler,RB
1256316848832524288,League 2,11,103,ZLoftis9,Jayden Higgins,WR
1256316848832524288,League 2,11,104,Caseyp12,Josh Downs,WR
1256316848832524288,League 2,11,105,Spicymeatball69,Jayden Reed,WR
1256316848832524288,League 2,11,106,NotKool,Tank Bigsby,RB
1256316848832524288,League 2,11,107,dbrauer23,Michael Pittman,WR
1256316848832524288,League 2,11,108,PlayaHaterOTY,Rhamondre Stevenson,RB
1256316848832524288,League 2,11,109,Gonzo4537,Nick Chubb,RB
1256316848832524288,League 2,11,110,aIexwright,Chris Godwin,WR
1256316848832524288,League 2,12,111,aIexwright,Isaac Guerendo,RB
1256316848832524288,League 2,12,112,Gonzo4537,Tyler Warren,TE
1256316848832524288,League 2,12,113,PlayaHaterOTY,Darnell Mooney,WR
1256316848832524288,League 2,12,114,dbrauer23,Rachaad White,RB
1256316848832524288,League 2,12,115,NotKool,Marvin Mims,WR
1256316848832524288,League 2,12,116,Spicymeatball69,Javonte Williams,RB
1256316848832524288,League 2,12,117,Caseyp12,Mark Andrews,TE
1256316848832524288,League 2,12,118,ZLoftis9,Chris Boswell,K
1256316848832524288,League 2,12,119,Nick0M,Jake Bates,K
1256316848832524288,League 2,12,120,YourBeanFriend,Keon Coleman,WR
1256316848832524288,League 2,13,121,YourBeanFriend,Cameron Dicker,K
1256316848832524288,League 2,13,122,Nick0M,Philadelphia Eagles,DEF
1256316848832524288,League 2,13,123,ZLoftis9,Rashid Shaheed,WR
1256316848832524288,League 2,13,124,Caseyp12,Braelon Allen,RB
1256316848832524288,League 2,13,125,Spicymeatball69,Brandon Aiyuk,WR
1256316848832524288,League 2,13,126,NotKool,Tre' Harris,WR
1256316848832524288,League 2,13,127,dbrauer23,Luther Burden,WR
1256316848832524288,League 2,13,128,PlayaHaterOTY,Jacory Croskey-Merritt,RB
1256316848832524288,League 2,13,129,Gonzo4537,Baltimore Ravens,DEF
1256316848832524288,League 2,13,130,aIexwright,Trey Benson,RB
1256316848832524288,League 2,14,131,aIexwright,Younghoe Koo,K
1256316848832524288,League 2,14,132,Gonzo4537,Tyjae Spears,RB
1256316848832524288,League 2,14,133,PlayaHaterOTY,David Njoku,TE
1256316848832524288,League 2,14,134,dbrauer23,Kyle Pitts,TE
1256316848832524288,League 2,14,135,NotKool,Denver Broncos,DEF
1256316848832524288,League 2,14,136,Spicymeatball69,Pittsburgh Steelers,DEF
1256316848832524288,League 2,14,137,Caseyp12,Jaydon Blue,RB
1256316848832524288,League 2,14,138,ZLoftis9,Minnesota Vikings,DEF
1256316848832524288,League 2,14,139,Nick0M,Bhayshul Tuten,RB
1256316848832524288,League 2,14,140,YourBeanFriend,Houston Texans,DEF
1256316848832524288,League 2,15,141,YourBeanFriend,Najee Harris,RB
1256316848832524288,League 2,15,142,Nick0M,Jared Goff,QB
1256316848832524288,League 2,15,143,ZLoftis9,Kareem Hunt,RB
1256316848832524288,League 2,15,144,Caseyp12,Cam Little,K
1256316848832524288,League 2,15,145,Spicymeatball69,Ka'imi Fairbairn,K
1256316848832524288,League 2,15,146,NotKool,Keenan Allen,WR
1256316848832524288,League 2,15,147,dbrauer23,Buffalo Bills,DEF
1256316848832524288,League 2,15,148,PlayaHaterOTY,Chase McLaughlin,K
1256316848832524288,League 2,15,149,Gonzo4537,Dak Prescott,QB
1256316848832524288,League 2,15,150,aIexwright,Rashod Bateman,WR
1256316848832524288,League 2,16,151,aIexwright,Detroit Lions,DEF
1256316848832524288,League 2,16,152,Gonzo4537,Jake Elliott,K
1256316848832524288,League 2,16,153,PlayaHaterOTY,Kansas City Chiefs,DEF
1256316848832524288,League 2,16,154,dbrauer23,Caden Davis,K
1256316848832524288,League 2,16,155,NotKool,Cade Otton,TE
1256316848832524288,League 2,16,156,Spicymeatball69,Tucker Kraft,TE
1256316848832524288,League 2,16,157,Caseyp12,Christian Kirk,WR
1256316848832524288,League 2,16,158,ZLoftis9,Tahj Brooks,RB
1256316848832524288,League 2,16,159,Nick0M,Adam Thielen,WR
1256316848832524288,League 2,16,160,YourBeanFriend,Dalton Kincaid,TE
